transaction_id,user_id,amount,merchant_id,country,payment_method,device_id,is_fraud,risk_score,timestamp
tx_86,user_275,190.52,merchant_47,AU,card,device_490,0,0.45,2024-07-29 16:47:00
tx_87,user_70,89.75,merchant_14,US,ach,device_1078,0,0.43,2024-04-24 00:39:00
tx_88,user_431,113.33,merchant_49,CA,ach,device_2462,0,0.41,2024-02-11 04:18:00
tx_89,user_233,210.89,merchant_74,NG,ach,device_628,0,0.43,2024-10-27 04:58:00
tx_90,user_389,190.1,merchant_56,FR,wallet,device_1311,0,0.49,2024-12-01 17:43:00
tx_91,user_234,181.41,merchant_26,IN,wallet,device_887,0,0.17,2024-02-20 19:09:00
tx_92,user_144,96.39,merchant_33,DE,wallet,device_1606,0,0.18,2024-07-05 06:09:00
tx_93,user_963,212.75,merchant_38,US,ach,device_550,0,0.29,2024-03-12 17:25:00
tx_94,user_586,174.76,merchant_48,DE,ach,device_181,0,0.21,2024-01-13 18:40:00
tx_95,user_923,136.07,merchant_64,CA,ach,device_1900,0,0.52,2024-02-27 05:25:00
tx_96,user_906,178.46,merchant_11,CA,ach,device_449,0,0.25,2024-07-31 13:26:00
tx_97,user_338,33.83,merchant_24,NG,wallet,device_2685,0,0.16,2024-01-21 05:19:00
tx_98,user_19,99.92,merchant_37,UK,ach,device_2274,1,0.38,2024-05-19 04:42:00
tx_99,user_260,77.65,merchant_95,DE,ach,device_1144,0,0.28,2024-04-11 22:22:00
tx_100,user_793,143.14,merchant_32,UK,card,device_40,0,0.3,2024-05-23 04:20:00
tx_101,user_586,41.84,merchant_23,DE,ach,device_68,0,0.41,2024-10-11 01:47:00
tx_102,user_218,10.82,merchant_22,IN,card,device_2257,0,0.19,2024-11-26 07:53:00
tx_103,user_12,7.02,merchant_16,CA,card,device_704,0,0.28,2024-07-12 00:42:00
tx_104,user_953,6.97,merchant_32,US,wallet,device_373,0,0.16,2024-01-30 20:14:00
tx_105,user_427,97.0,merchant_34,IN,ach,device_1399,0,0.65,2024-11-14 03:22:00
tx_106,user_818,363.02,merchant_14,BR,card,device_2739,0,0.35,2024-04-25 03:29:00
tx_107,user_635,13.94,merchant_53,AU,card,device_1502,0,0.18,2024-04-14 12:28:00
tx_108,user_515,2.24,merchant_77,US,wallet,device_1302,0,0.13,2024-02-11 07:08:00
tx_109,user_570,147.14,merchant_92,US,card,device_559,0,0.32,2024-03-07 02:58:00
tx_110,user_46,31.97,merchant_6,IN,card,device_2099,0,0.2,2024-03-21 11:44:00
tx_111,user_821,60.04,merchant_46,BR,ach,device_367,0,0.37,2024-09-11 23:51:00
tx_112,user_96,118.31,merchant_28,IN,ach,device_699,0,0.22,2024-09-07 14:33:00
tx_113,user_470,114.1,merchant_77,FR,wallet,device_1736,0,0.17,2024-08-02 21:49:00
tx_114,user_965,301.32,merchant_10,US,card,device_1609,0,0.12,2024-06-30 06:15:00
tx_115,user_50,287.56,merchant_89,CA,card,device_2890,0,0.29,2024-09-04 03:19:00
tx_116,user_378,50.68,merchant_94,FR,wallet,device_670,0,0.28,2024-02-23 04:19:00
tx_117,user_230,52.65,merchant_7,FR,ach,device_484,1,0.59,2024-11-21 18:29:00
tx_118,user_176,23.97,merchant_22,DE,wallet,device_67,0,0.25,2024-05-26 03:24:00
tx_119,user_526,45.97,merchant_77,NG,card,device_257,0,0.19,2024-04-07 12:16:00
tx_120,user_754,344.81,merchant_56,IN,card,device_781,0,0.42,2024-05-25 22:23:00
tx_121,user_533,149.88,merchant_59,US,ach,device_798,0,0.28,2024-07-26 12:56:00
tx_122,user_713,143.14,merchant_66,FR,ach,device_890,0,0.26,2024-05-26 08:08:00
tx_123,user_345,3.31,merchant_41,UK,ach,device_2511,0,0.29,2024-06-08 08:41:00
tx_124,user_734,159.23,merchant_62,UK,ach,device_2522,0,0.25,2024-02-20 06:23:00
tx_125,user_436,13.37,merchant_69,UK,card,device_420,0,0.17,2024-06-21 09:49:00
tx_126,user_66,22.38,merchant_92,BR,ach,device_2393,0,0.25,2024-09-24 08:14:00
tx_127,user_875,87.22,merchant_15,US,card,device_1903,0,0.43,2024-11-12 09:49:00
tx_128,user_675,37.16,merchant_3,DE,wallet,device_809,0,0.3,2024-09-19 01:57:00
tx_129,user_69,7.52,merchant_62,BR,ach,device_697,0,0.54,2024-09-10 18:52:00
tx_130,user_638,91.63,merchant_89,CA,wallet,device_2127,0,0.13,2024-06-23 18:15:00
tx_131,user_309,196.7,merchant_28,UK,wallet,device_267,0,0.33,2024-07-06 04:28:00
tx_132,user_44,65.49,merchant_19,FR,card,device_2429,0,0.11,2024-03-25 11:06:00
tx_133,user_247,431.72,merchant_11,FR,card,device_1224,0,0.56,2024-03-02 01:59:00
tx_134,user_753,96.27,merchant_86,CA,ach,device_1374,0,0.27,2024-09-03 09:48:00
tx_135,user_646,0.98,merchant_53,US,card,device_1814,0,0.13,2024-08-05 14:05:00
tx_136,user_401,9.2,merchant_60,US,card,device_367,0,0.14,2024-01-31 18:06:00
tx_137,user_85,8.18,merchant_65,FR,wallet,device_2030,0,0.14,2024-04-07 17:01:00
tx_138,user_437,83.83,merchant_22,FR,ach,device_764,0,0.57,2024-08-02 21:24:00
tx_139,user_29,22.33,merchant_30,IN,wallet,device_1738,0,0.12,2024-11-06 09:07:00
tx_140,user_661,101.18,merchant_96,CA,ach,device_1336,0,0.27,2024-11-30 07:19:00
tx_141,user_656,275.22,merchant_79,FR,card,device_135,0,0.11,2024-11-18 15:03:00
tx_142,user_935,123.46,merchant_34,FR,wallet,device_1366,0,0.19,2024-04-01 07:10:00
tx_143,user_824,161.81,merchant_83,NG,card,device_986,0,0.13,2024-09-26 15:18:00
tx_144,user_436,8.35,merchant_100,UK,card,device_535,0,0.19,2024-10-10 15:56:00
tx_145,user_193,169.99,merchant_45,FR,ach,device_2569,0,0.25,2024-02-04 17:21:00
tx_146,user_707,74.74,merchant_86,AU,ach,device_641,0,0.27,2024-08-02 06:48:00
tx_147,user_338,6.23,merchant_91,BR,wallet,device_253,0,0.42,2024-02-06 08:48:00
tx_148,user_828,205.4,merchant_64,CA,card,device_487,0,0.12,2024-12-29 07:30:00
tx_149,user_483,41.08,merchant_11,CA,card,device_1657,0,0.27,2024-05-01 01:07:00
tx_150,user_488,107.5,merchant_92,CA,ach,device_2609,0,0.55,2024-05-02 08:36:00
tx_151,user_307,127.01,merchant_11,FR,wallet,device_1072,0,0.12,2024-09-13 08:20:00
tx_152,user_838,368.06,merchant_69,US,wallet,device_486,1,0.17,2024-12-11 21:15:00
tx_153,user_562,114.01,merchant_100,BR,ach,device_1638,0,0.21,2024-12-21 08:37:00
tx_154,user_417,29.8,merchant_5,IN,ach,device_2926,0,0.25,2024-02-07 09:25:00
tx_155,user_866,129.89,merchant_93,DE,ach,device_2929,0,0.27,2024-03-09 06:49:00
tx_156,user_316,42.45,merchant_23,US,ach,device_1800,0,0.24,2024-03-03 10:32:00
tx_157,user_452,4.09,merchant_13,DE,ach,device_1175,1,0.29,2024-07-17 15:25:00
tx_158,user_65,57.73,merchant_80,UK,card,device_1762,0,0.17,2024-02-03 05:16:00
tx_159,user_16,206.69,merchant_5,IN,wallet,device_491,0,0.64,2024-12-05 02:18:00
tx_160,user_301,32.41,merchant_60,US,ach,device_2811,0,0.26,2024-02-25 21:39:00
tx_161,user_119,23.66,merchant_24,IN,ach,device_24,0,0.26,2024-04-23 17:13:00
tx_162,user_62,132.09,merchant_10,AU,ach,device_2071,0,0.21,2024-05-09 08:56:00
tx_163,user_198,239.73,merchant_91,FR,wallet,device_1775,0,0.12,2024-10-30 12:10:00
tx_164,user_24,355.42,merchant_73,US,wallet,device_2565,0,0.12,2024-06-02 09:33:00
tx_165,user_668,67.78,merchant_79,UK,ach,device_1944,0,0.52,2024-03-14 08:01:00
tx_166,user_142,58.93,merchant_67,IN,ach,device_1811,0,0.4,2024-10-10 00:36:00
tx_167,user_973,89.88,merchant_69,UK,ach,device_2254,0,0.22,2024-11-21 08:27:00
tx_168,user_473,348.72,merchant_57,BR,wallet,device_805,0,0.13,2024-07-04 17:59:00
tx_169,user_787,39.33,merchant_51,UK,card,device_2696,0,0.18,2024-06-01 12:45:00
tx_170,user_735,350.06,merchant_71,CA,card,device_2036,0,0.15,2024-09-11 12:13:00
tx_171,user_692,7.63,merchant_23,NG,wallet,device_1739,0,0.12,2024-03-27 05:20:00
tx_172,user_170,41.1,merchant_57,DE,ach,device_1667,0,0.28,2024-09-03 10:03:00
tx_173,user_501,28.6,merchant_78,FR,ach,device_1773,0,0.71,2024-03-29 03:03:00
tx_174,user_485,18.28,merchant_56,UK,card,device_2134,0,0.12,2024-10-02 22:17:00
tx_175,user_246,133.33,merchant_47,IN,card,device_1000,0,0.62,2024-05-24 04:39:00
tx_176,user_103,185.9,merchant_58,IN,ach,device_750,0,0.43,2024-10-07 02:30:00
tx_177,user_218,202.7,merchant_40,NG,card,device_1964,0,0.42,2024-03-26 22:27:00
tx_178,user_487,31.44,merchant_72,BR,wallet,device_713,0,0.11,2024-08-31 19:32:00
tx_179,user_297,275.84,merchant_29,DE,card,device_2055,0,0.25,2024-06-22 04:05:00
tx_180,user_370,60.18,merchant_36,BR,wallet,device_642,0,0.19,2024-12-03 20:59:00
tx_181,user_617,70.77,merchant_24,BR,wallet,device_1065,0,0.1,2024-05-08 05:25:00
tx_182,user_599,431.48,merchant_98,BR,ach,device_1842,0,0.3,2024-11-01 14:54:00
tx_183,user_265,303.26,merchant_97,UK,wallet,device_1591,0,0.16,2024-05-01 06:37:00
tx_184,user_930,60.65,merchant_38,IN,ach,device_2145,0,0.25,2024-03-14 17:37:00
tx_185,user_242,109.92,merchant_73,AU,card,device_353,0,0.56,2024-08-25 02:59:00
tx_186,user_398,36.81,merchant_29,CA,ach,device_2298,0,0.27,2024-10-23 13:55:00
tx_187,user_335,111.91,merchant_26,BR,wallet,device_853,0,0.35,2024-09-04 00:13:00
tx_188,user_175,111.66,merchant_55,US,ach,device_2711,0,0.24,2024-02-25 13:01:00
tx_189,user_664,19.5,merchant_9,AU,ach,device_2755,0,0.27,2024-06-23 08:12:00
tx_190,user_285,289.34,merchant_58,NG,wallet,device_2687,0,0.17,2024-01-30 13:40:00
tx_191,user_213,96.19,merchant_53,BR,card,device_171,0,0.19,2024-02-22 22:18:00
tx_192,user_487,3.09,merchant_9,BR,ach,device_993,0,0.29,2024-05-28 09:02:00
tx_193,user_180,112.86,merchant_55,UK,card,device_116,0,0.12,2024-05-22 21:57:00
tx_194,user_254,50.07,merchant_59,US,ach,device_732,0,0.27,2024-09-19 14:36:00
tx_195,user_761,107.25,merchant_19,DE,card,device_2934,0,0.2,2024-02-14 10:46:00
tx_196,user_966,377.99,merchant_80,FR,ach,device_2815,0,0.24,2024-12-13 14:24:00
tx_197,user_632,152.5,merchant_85,IN,wallet,device_791,0,0.16,2024-11-03 05:55:00
tx_198,user_372,210.8,merchant_86,AU,wallet,device_1763,0,0.14,2024-04-04 12:50:00
tx_199,user_972,110.14,merchant_20,IN,ach,device_1362,0,0.43,2024-12-25 23:28:00
tx_200,user_774,159.86,merchant_27,NG,wallet,device_2126,0,0.14,2024-03-22 11:47:00
tx_201,user_742,12.81,merchant_73,BR,card,device_615,0,0.15,2024-05-02 18:36:00
tx_202,user_177,39.24,merchant_1,CA,ach,device_2249,0,0.24,2024-02-03 08:41:00
tx_203,user_111,118.9,merchant_43,US,card,device_2776,0,0.14,2024-02-11 12:56:00
tx_204,user_768,27.12,merchant_87,UK,wallet,device_726,0,0.14,2024-08-05 08:29:00
tx_205,user_151,7.6,merchant_63,FR,ach,device_387,0,0.26,2024-01-07 08:47:00
tx_206,user_268,96.62,merchant_71,DE,ach,device_2690,0,0.7,2024-12-19 23:54:00
tx_207,user_921,199.02,merchant_92,NG,ach,device_2329,0,0.55,2024-08-08 22:18:00
tx_208,user_227,2.6,merchant_13,NG,wallet,device_1836,0,0.13,2024-12-20 18:13:00
tx_209,user_360,50.89,merchant_62,AU,ach,device_2056,0,0.41,2024-01-22 03:33:00
tx_210,user_115,93.63,merchant_98,FR,wallet,device_820,0,0.18,2024-04-27 16:29:00
tx_211,user_131,126.63,merchant_83,AU,wallet,device_2305,0,0.2,2024-02-26 08:38:00
tx_212,user_113,21.79,merchant_54,NG,card,device_536,0,0.1,2024-10-14 07:28:00
tx_213,user_181,228.31,merchant_90,DE,wallet,device_570,0,0.12,2024-07-16 08:55:00
tx_214,user_956,6.22,merchant_22,NG,card,device_1657,0,0.19,2024-09-03 13:24:00
tx_215,user_588,10.69,merchant_45,BR,wallet,device_2341,0,0.15,2024-02-04 11:16:00
tx_216,user_255,33.53,merchant_7,US,wallet,device_2477,0,0.13,2024-09-28 07:37:00
tx_217,user_823,77.47,merchant_92,IN,card,device_1204,0,0.13,2024-11-30 15:50:00
tx_218,user_726,125.93,merchant_71,CA,ach,device_1791,0,0.23,2024-04-01 12:11:00
tx_219,user_807,13.0,merchant_68,BR,card,device_295,0,0.12,2024-02-21 09:51:00
tx_220,user_971,20.02,merchant_54,FR,wallet,device_800,0,0.45,2024-02-12 19:52:00
tx_221,user_205,11.3,merchant_66,FR,card,device_1732,0,0.16,2024-12-25 09:49:00
tx_222,user_385,329.49,merchant_43,IN,ach,device_2836,0,0.55,2024-01-15 10:51:00
tx_223,user_954,79.9,merchant_20,FR,wallet,device_2540,0,0.25,2024-05-03 03:33:00
tx_224,user_923,302.42,merchant_97,AU,ach,device_2966,0,0.26,2024-09-23 11:57:00
tx_225,user_664,215.59,merchant_99,AU,card,device_2628,0,0.12,2024-01-24 11:04:00
tx_226,user_852,94.41,merchant_3,IN,card,device_1546,0,0.29,2024-07-24 02:13:00
tx_227,user_116,230.28,merchant_22,FR,ach,device_1802,0,0.24,2024-03-30 06:32:00
tx_228,user_178,151.65,merchant_76,BR,wallet,device_2568,0,0.28,2024-07-23 00:32:00
tx_229,user_744,55.12,merchant_8,DE,wallet,device_2747,0,0.17,2024-02-19 17:30:00
tx_230,user_681,97.78,merchant_16,AU,wallet,device_329,0,0.15,2024-08-14 05:10:00
tx_231,user_382,18.39,merchant_87,FR,wallet,device_1174,0,0.17,2024-07-25 19:59:00
tx_232,user_881,24.43,merchant_81,IN,card,device_2299,0,0.11,2024-01-15 05:24:00
tx_233,user_442,102.71,merchant_23,US,ach,device_1065,0,0.41,2024-03-26 23:06:00
tx_234,user_338,26.39,merchant_12,NG,card,device_2407,0,0.14,2024-03-15 14:06:00
tx_235,user_774,68.67,merchant_73,NG,ach,device_1026,0,0.45,2024-09-24 03:47:00
tx_236,user_270,118.79,merchant_56,IN,wallet,device_1103,0,0.14,2024-10-28 16:57:00
tx_237,user_488,126.44,merchant_13,BR,wallet,device_1156,0,0.17,2024-07-17 19:18:00
tx_238,user_286,13.74,merchant_25,BR,wallet,device_2948,1,0.11,2024-10-22 07:01:00
tx_239,user_444,86.37,merchant_62,FR,ach,device_1246,0,0.23,2024-07-25 18:13:00
tx_240,user_746,8.96,merchant_34,NG,card,device_2503,0,0.19,2024-03-06 06:45:00
tx_241,user_765,39.06,merchant_60,DE,wallet,device_1677,0,0.12,2024-02-20 06:07:00
tx_242,user_761,7.2,merchant_26,DE,card,device_1611,0,0.15,2024-01-03 07:47:00
tx_243,user_103,161.12,merchant_91,IN,card,device_1715,0,0.12,2024-01-26 14:24:00
tx_244,user_463,212.09,merchant_42,BR,ach,device_2739,0,0.27,2024-05-04 09:31:00
tx_245,user_340,39.21,merchant_59,BR,card,device_1072,0,0.43,2024-01-28 12:43:00
tx_246,user_261,513.95,merchant_11,DE,wallet,device_2767,0,0.37,2024-12-03 05:03:00
tx_247,user_101,131.17,merchant_54,IN,wallet,device_2758,0,0.15,2024-04-14 14:48:00
tx_248,user_360,82.62,merchant_75,AU,wallet,device_1619,0,0.2,2024-03-16 05:21:00
tx_249,user_107,117.12,merchant_85,FR,ach,device_1921,0,0.22,2024-05-24 05:42:00
tx_250,user_725,10.17,merchant_27,UK,wallet,device_1994,0,0.15,2024-01-27 17:30:00
tx_251,user_878,42.71,merchant_49,NG,card,device_756,0,0.17,2024-02-10 16:26:00
tx_252,user_275,261.97,merchant_6,NG,card,device_1396,0,0.57,2024-12-29 23:55:00
tx_253,user_888,16.54,merchant_55,DE,wallet,device_692,0,0.35,2024-10-16 02:04:00
tx_254,user_613,77.64,merchant_35,IN,wallet,device_1425,0,0.18,2024-10-26 06:07:00
tx_255,user_968,97.71,merchant_88,CA,ach,device_1343,0,0.21,2024-09-08 09:43:00
tx_256,user_918,13.66,merchant_8,DE,ach,device_793,0,0.28,2024-12-03 20:57:00
tx_257,user_734,123.36,merchant_2,UK,card,device_2696,0,0.1,2024-11-01 07:31:00
tx_258,user_463,30.53,merchant_72,BR,ach,device_86,0,0.24,2024-09-12 22:39:00
tx_259,user_661,276.4,merchant_94,CA,card,device_273,0,0.16,2024-02-21 06:46:00
tx_260,user_723,50.58,merchant_99,NG,ach,device_1539,0,0.39,2024-02-16 04:09:00
tx_261,user_712,72.5,merchant_11,US,card,device_1797,0,0.19,2024-04-10 20:49:00
tx_262,user_372,484.83,merchant_100,AU,wallet,device_2081,0,0.19,2024-03-15 19:27:00
tx_263,user_863,266.78,merchant_57,FR,wallet,device_2145,0,0.26,2024-07-01 23:50:00
tx_264,user_971,47.9,merchant_89,CA,wallet,device_855,0,0.19,2024-08-18 12:56:00
tx_265,user_585,163.95,merchant_11,FR,card,device_2521,0,0.18,2024-08-02 11:26:00
tx_266,user_727,8.44,merchant_3,CA,card,device_658,0,0.14,2024-12-25 08:22:00
tx_267,user_953,118.73,merchant_17,US,wallet,device_2041,0,0.13,2024-09-23 22:21:00
tx_268,user_628,102.44,merchant_69,DE,ach,device_2164,0,0.28,2024-07-06 06:36:00
tx_269,user_227,198.06,merchant_65,NG,card,device_1715,0,0.19,2024-04-27 11:07:00
tx_270,user_930,93.2,merchant_85,IN,ach,device_321,0,0.43,2024-05-27 02:55:00
tx_271,user_736,69.83,merchant_99,DE,wallet,device_76,0,0.14,2024-12-23 10:02:00
tx_272,user_453,45.81,merchant_10,IN,ach,device_2328,0,0.21,2024-01-01 12:16:00
tx_273,user_348,14.52,merchant_26,CA,wallet,device_2830,0,0.2,2024-02-11 17:43:00
tx_274,user_68,337.62,merchant_10,AU,card,device_1823,0,0.14,2024-01-16 12:57:00
tx_275,user_403,70.55,merchant_83,IN,ach,device_2748,0,0.24,2024-02-23 08:10:00
tx_276,user_966,102.39,merchant_18,FR,card,device_308,0,0.12,2024-01-09 11:32:00
tx_277,user_71,105.04,merchant_22,FR,ach,device_2,0,0.52,2024-08-13 11:27:00
tx_278,user_888,151.76,merchant_43,DE,wallet,device_232,0,0.15,2024-05-17 07:14:00
tx_279,user_558,527.19,merchant_93,IN,ach,device_2792,0,0.41,2024-07-05 07:32:00
tx_280,user_402,411.53,merchant_3,US,card,device_540,0,0.27,2024-04-11 04:03:00
tx_281,user_487,12.94,merchant_90,BR,card,device_1090,0,0.13,2024-10-02 14:32:00
tx_282,user_99,117.82,merchant_79,IN,card,device_1869,0,0.26,2024-10-27 23:22:00
tx_283,user_357,571.29,merchant_41,US,ach,device_1755,0,0.48,2024-04-22 09:37:00
tx_284,user_533,36.56,merchant_9,US,wallet,device_2502,0,0.16,2024-06-24 10:16:00
tx_285,user_31,55.53,merchant_58,IN,card,device_1089,0,0.11,2024-08-17 10:59:00
tx_286,user_61,59.74,merchant_75,UK,card,device_3,0,0.57,2024-10-31 02:07:00
